inchhpc_std;age_std;educ_std;white;male;ideo_std;ptyid7;ptyid;educ_cat;gender;age;inc;race;treat;cue;cueg;y;popmin;popmul;popadd;ppl1n;ppl2n;ppl3n;man1n;man2n;man3n;ant1n;ant2n;ant3n
-0.5135056543196604;-0.2093941503275027;1.507727495002589;1;1;1.5924973791653694;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;50000 - 74999;White;Trump (Populist Message);Populist Message;Trump;1;-0.4195098095509797;0.24333845904934054;-0.16563788500128185;1;-2;1;1;1;0;1;1;1
-0.7298370744711867;-0.2093941503275027;-1.1128100394587637;1;1;-0.07448914979838016;2;Republican;Complete high school (or equivalent, including GED);Male;40 to 44;35000 - 49999;White;Control (Anti-populist Message);Anti-populist Message;Control;0;-1.5985019712799255;0.1424202431419415;-2.4586615034960206;0;0;1;0;0;0;0;0;0
-0.5766041212923569;0.08595853072442845;1.507727495002589;0;1;1.5924973791653694;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;45 to 49;35000 - 49999;Black or African-American;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-0.2456957655303482;0.37589620551958575;2.015362440896733;2;-2;2;1;2;2;2;2;1
-0.27013821493469714;-0.8000995124313649;-0.4576756558434255;1;1;;2;Republican;Some college but didn't complete;Male;30 to 34;35000 - 49999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-1.7202083216594604;0.16893548265862354;1.781690757760487;2;-2;2;0;2;-2;2;-2;2
-0.7568839102756314;-0.5047468313794338;0.19745872777191265;1;1;1.5924973791653694;3;Republican;Associate degree (2-year);Male;35 to 39;15000 - 24999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-0.1886692175921788;0.4171600736646345;3.3132298618277685;2;-2;2;0;1;0;2;-2;2
0.6132186895410378;-1.0954521934832961;-0.4576756558434255;1;0;-1.4080783729693798;-3;Democrat;Some college but didn't complete;Female;25 to 29;100000 - 149999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-0.7198765031439304;0.17645584518063986;-0.8245282829806376;1;0;2;-2;0;0;0;0;2
-0.27013821493469714;-0.5047468313794338;-0.4576756558434255;0;0;-0.07448914979838016;-1;Independent;Some college but didn't complete;Female;35 to 39;35000 - 49999;Black or African-American;Control (Anti-populist Message);Anti-populist Message;Control;1;-2.2523262582537824;0.06397593189057758;-0.22852374905061845;2;-2;2;-2;2;-1;1;0;2
-0.3242318865435863;-1.0954521934832961;0.19745872777191265;1;0;-0.7412837613838799;-1;Independent;Associate degree (2-year);Female;25 to 29;15000 - 24999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-0.5933238535716112;0.19911345284562412;-0.7033930749872407;2;0;1;0;2;1;0;0;1
-0.6487290167708758;0.9720165738802219;-0.4576756558434255;1;1;-0.07448914979838016;-2;Democrat;Some college but didn't complete;Male;60 to 64;10000 - 14999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-0.4190591151782363;0.2947326642850569;0.4398065455960761;1;-1;1;1;0;0;1;0;1
-0.7298370744711867;-0.2093941503275027;0.19745872777191265;1;0;0.5923054617871196;2;Republican;Associate degree (2-year);Female;40 to 44;35000 - 49999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;0.31240734270815645;0.44261091063483604;3.0391090332105533;2;-1;2;-1;-1;0;2;-1;2
0.7033531757471712;-0.5047468313794338;-0.4576756558434255;1;0;-0.07448914979838016;3;Republican;Some college but didn't complete;Female;35 to 39;75000 - 99999;White;Control (Populist Message);Populist Message;Control;1;0.7603837409234532;0.5294213534805298;3.6857219173084244;2;-2;1;1;1;1;2;-2;2
-0.7298370744711867;-0.8000995124313649;-1.1128100394587637;1;0;-1.0746810671766298;-3;Democrat;Complete high school (or equivalent, including GED);Female;30 to 34;35000 - 49999;White;Control (Populist Message);Populist Message;Control;1;-1.0779402545070973;0.28647087786281716;0.2129684295564802;1;-1;0;1;-1;1;1;0;0
0.7033531757471712;1.267369254932153;1.507727495002589;1;0;1.5924973791653694;3;Republican;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;65 to 69;75000 - 99999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;1;-1.7368213938359582;0.21342667699712567;-0.7923658595287177;1;-1;-1;0;2;2;2;0;1
0.7033531757471712;-0.2093941503275027;0.8525931113872508;0;0;-0.07448914979838016;-2;Democrat;College/Bachelor’s degree (4-year);Female;40 to 44;75000 - 99999;Black or African-American;Biden (Populist Message);Populist Message;Biden;1;-0.19780214163341384;0.2663073510327067;0.7323583861755054;2;-2;1;-1;-1;-1;1;1;2
1.5145851847443872;-0.8000995124313649;0.8525931113872508;1;0;;-2;Democrat;College/Bachelor’s degree (4-year);Female;30 to 34;50000 - 74999;White;Biden (Populist Message);Populist Message;Biden;1;0.8445252793024786;0.5456951497413787;3.911663516657042;2;-2;2;1;-1;-1;2;-1;2
1.5145960013153947;1.267369254932153;0.8525931113872508;1;1;-0.40788645559113007;-1;Independent;College/Bachelor’s degree (4-year);Male;65 to 69;100000 - 149999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;1;-0.709832928060125;0.15006724862005918;-1.5447943916152131;2;1;1;-1;1;0;1;0;0
0.072390139162222;0.08595853072442845;-0.4576756558434255;1;0;-0.07448914979838016;0;Independent;Some college but didn't complete;Female;45 to 49;75000 - 99999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.7311625477858361;0.10400018730781063;-1.091634902298269;1;-1;1;-1;2;-1;2;-1;1
-0.27013821493469714;0.38131121177635957;0.19745872777191265;1;1;;0;Independent;Associate degree (2-year);Male;50 to 54;35000 - 49999;White;Control (Populist Message);Populist Message;Control;1;0.32245091779196194;0.5;3.8243499972119093;2;-2;2;0;0;0;2;-2;2
-1.1174254606238343;0.08595853072442845;-1.1128100394587637;1;0;1.2591000733726196;3;Republican;Complete high school (or equivalent, including GED);Female;45 to 49;0 - 10000;White;Control (Anti-populist Message);Anti-populist Message;Control;0;0.3215402667493915;0.4312673900556875;2.8744279132311568;2;-1;2;0;1;1;1;-2;2
-0.7568839102756314;-1.0954521934832961;-0.4576756558434255;0;0;-0.07448914979838016;0;Independent;Some college but didn't complete;Female;25 to 29;15000 - 24999;Black or African-American;Control (Populist Message);Populist Message;Control;1;-2.7779448273816154;0.13719711822760805;-2.4402428770752493;-1;1;1;0;0;0;1;0;1
0.703358584032675;-0.2093941503275027;1.507727495002589;1;1;1.5924973791653694;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;150000 - 199999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-0.26498405517991785;0.40643188522143264;1.860198003640601;2;1;1;2;-1;1;1;2;2
;-0.2093941503275027;1.507727495002589;0;1;-1.7414756787621297;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;200000 or more;Black or African-American;Biden (Anti-populist Message);Anti-populist Message;Biden;1;0.057518692843647905;0.3953231900883232;1.7640665603924588;2;2;2;2;2;2;2;2;2
-0.28816222775698846;-0.2093941503275027;-0.4576756558434255;1;0;0.5923054617871196;2;Republican;Some college but didn't complete;Female;40 to 44;50000 - 74999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-0.7216978052290715;0.2509409056274919;1.0559924523351434;2;0;2;-2;2;2;1;-1;2
0.32477968042460476;-0.2093941503275027;1.507727495002589;0;1;0.5923054617871196;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;150000 - 199999;Black or African-American;Biden (Anti-populist Message);Anti-populist Message;Biden;1;0.3979552396958145;0.44394614893239454;2.387470148066659;2;1;2;2;-1;-1;2;0;1
0.6132186895410378;-0.2093941503275027;0.8525931113872508;1;0;-0.40788645559113007;-3;Democrat;College/Bachelor’s degree (4-year);Female;40 to 44;100000 - 149999;White;Control (Populist Message);Populist Message;Control;1;-0.687924475807373;0.1523915704397978;-1.5484853549120612;1;1;2;1;1;-2;1;1;1
-0.24309137913025258;-0.5047468313794338;-1.1128100394587637;0;0;0.2589081559943698;0;Independent;Complete high school (or equivalent, including GED);Female;35 to 39;75000 - 99999;American Indian or Alaska Native;Trump (Populist Message);Populist Message;Trump;0;-2.9697585289669637;0.05109665019430566;-5.0747723166206455;-1;0;1;1;1;0;-1;0;-2
-0.5766041212923569;-0.5047468313794338;1.507727495002589;0;0;-0.7412837613838799;-2;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;35 to 39;35000 - 49999;Asian;Trump (Populist Message);Populist Message;Trump;1;0.311496691665586;0.330530647935845;1.3359815146877225;2;-1;1;-1;0;1;1;0;2
-0.24309137913025258;-0.2093941503275027;1.507727495002589;1;1;1.5924973791653694;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;75000 - 99999;White;Control (Populist Message);Populist Message;Control;1;-1.7302518967432656;0.09891806018243932;-1.3291423729935201;2;2;2;-1;1;-2;2;2;2
-0.5135056543196604;1.562721935984084;1.507727495002589;1;1;-1.7414756787621297;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;70 to 74;50000 - 74999;White;Control (Populist Message);Populist Message;Control;1;-1.7311625477858361;0.11676599344398805;-0.4605313399053228;2;2;2;-1;2;-1;2;0;2
-0.28816222775698846;-1.0954521934832961;-1.1128100394587637;1;1;1.2591000733726196;0;Independent;Complete high school (or equivalent, including GED);Male;25 to 29;50000 - 74999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-0.4190591151782363;0.2766172643296186;0.3524930261509433;1;-1;1;0;1;1;1;-1;1
1.3343234233794588;-0.5047468313794338;1.507727495002589;1;1;0.9257027675798697;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;35 to 39;150000 - 199999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-1.91694656375662;0.18987301505715487;-1.474464106440692;0;-1;0;1;1;1;2;1;0
-0.8515207941636684;-0.8000995124313649;-0.4576756558434255;1;0;-0.07448914979838016;0;Independent;Some college but didn't complete;Female;30 to 34;50000 - 74999;White;Control (Populist Message);Populist Message;Control;1;-0.4190591151782363;0.26687953289688915;0.17958963317288212;1;-1;1;0;0;0;0;-2;1
0.16252462536835544;0.38131121177635957;-0.4576756558434255;1;1;;-3;Democrat;Some college but didn't complete;Male;50 to 54;50000 - 74999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.0280846956369953;0.1654372259516266;-1.47668565969693;2;-1;0;-2;0;1;0;1;1
-0.3242318865435863;-0.2093941503275027;-1.1128100394587637;0;1;-0.07448914979838016;-2;Democrat;Complete high school (or equivalent, including GED);Male;40 to 44;15000 - 24999;Black or African-American;Trump (Anti-populist Message);Anti-populist Message;Trump;1;-2.3997602221800878;0.12685279966860583;-1.9977986571690058;2;0;1;0;0;0;-2;0;0
-0.6487290167708758;0.38131121177635957;0.8525931113872508;1;0;-1.7414756787621297;-3;Democrat;College/Bachelor’s degree (4-year);Female;50 to 54;10000 - 14999;White;Biden (Populist Message);Populist Message;Biden;1;1.4192648802523142;1.0;6.909336657599224;2;-2;2;2;-2;2;2;-2;2
-0.27013821493469714;0.38131121177635957;-1.1128100394587637;1;0;;-1;Independent;Complete high school (or equivalent, including GED);Female;50 to 54;35000 - 49999;White;Control (Populist Message);Populist Message;Control;1;-0.7089222770175545;0.19534613076579754;-0.04960375316838661;2;-1;2;-1;0;-1;1;1;1
-0.9191324753892761;-1.4498754107456135;-1.1128100394587637;0;0;-0.07448914979838016;3;Republican;Complete high school (or equivalent, including GED);Female;18 to 24;10000 - 14999;Black or African-American;Biden (Anti-populist Message);Anti-populist Message;Biden;0;-0.4190591151782363;0.4595006922155392;2.5826383545254914;1;-1;1;1;0;1;2;-1;2
0.649259504138282;0.38131121177635957;-1.1128100394587637;1;0;-0.07448914979838016;0;Independent;Complete high school (or equivalent, including GED);Female;50 to 54;35000 - 49999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-2.7625357425953525;0.0;-1.9365947159146495;2;-2;2;-2;2;-2;0;0;1
-0.5766041212923569;0.6766638928282908;-1.1128100394587637;1;0;-0.40788645559113007;2;Republican;Complete high school (or equivalent, including GED);Female;55 to 59;35000 - 49999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.0999322088825694;0.18268358687574;-1.273350393960344;1;1;1;0;1;0;1;0;1
-0.7568839102756314;0.38131121177635957;-1.1128100394587637;1;0;-0.07448914979838016;2;Republican;Complete high school (or equivalent, including GED);Female;50 to 54;15000 - 24999;White;Trump (Populist Message);Populist Message;Trump;1;-1.0999322088825694;0.2808131406625663;0.19278364291455652;1;1;1;1;1;1;1;-1;1
-0.540552490124105;-0.5047468313794338;-1.1128100394587637;1;0;0.5923054617871196;0;Independent;Complete high school (or equivalent, including GED);Female;35 to 39;25000 - 34999;White;Control (Anti-populist Message);Anti-populist Message;Control;0;-2.2573831106087865;0.15060302231340722;-2.248020958694114;0;0;0;0;0;0;0;-2;0
0.649259504138282;0.9720165738802219;1.507727495002589;1;0;-1.4080783729693798;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;60 to 64;35000 - 49999;White;Control (Anti-populist Message);Anti-populist Message;Control;0;-0.23893394525757453;0.4065336527874005;1.81416472822051;2;-1;0;1;0;2;2;1;1
0.649259504138282;0.9720165738802219;0.19745872777191265;1;0;-0.7412837613838799;-3;Democrat;Associate degree (2-year);Female;60 to 64;35000 - 49999;White;Trump (Populist Message);Populist Message;Trump;0;-1.182610450008057;0.17232980845697304;-1.6196551942464978;1;0;1;0;0;0;0;0;0
0.16252462536835544;0.38131121177635957;-1.1128100394587637;1;0;1.5924973791653694;3;Republican;Complete high school (or equivalent, including GED);Female;50 to 54;50000 - 74999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;0;-1.0280846956369953;0.16050106481380877;-1.6467672545337864;1;-1;1;-1;1;1;0;1;1
0.16253003365385923;-0.5047468313794338;1.507727495002589;1;0;0.2589081559943698;2;Republican;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;35 to 39;100000 - 149999;White;Trump (Populist Message);Populist Message;Trump;1;-1.2200424124016953;0.09501483308906636;-2.891306520480404;1;-1;0;-1;1;-1;0;0;1
1.5145851847443872;0.9720165738802219;0.8525931113872508;1;0;-0.07448914979838016;2;Republican;College/Bachelor’s degree (4-year);Female;60 to 64;50000 - 74999;White;Control (Populist Message);Populist Message;Control;1;-0.2105776698449306;0.35853800448283984;2.421799725444249;2;-2;2;-2;1;2;2;0;2
-0.28816222775698846;0.9720165738802219;0.19745872777191265;1;1;-0.07448914979838016;0;Independent;Associate degree (2-year);Male;60 to 64;50000 - 74999;White;Biden (Populist Message);Populist Message;Biden;1;0.07951064721911996;0.3660759643980294;1.5359969679530718;2;0;1;0;0;1;2;0;1
1.5145851847443872;1.562721935984084;1.507727495002589;1;0;0.2589081559943698;3;Republican;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;70 to 74;50000 - 74999;White;Biden (Populist Message);Populist Message;Biden;0;-1.919124725142935;0.23614579415716128;-0.4828373451011233;2;2;-1;0;1;2;1;0;2
-0.27013821493469714;1.562721935984084;-1.1128100394587637;1;0;1.2591000733726196;-3;Democrat;Complete high school (or equivalent, including GED);Female;70 to 74;35000 - 49999;White;Trump (Populist Message);Populist Message;Trump;1;-2.7625357425953525;0.0;-4.66012122395141;2;1;1;-2;2;-2;-1;1;1
-0.8217768463784848;-0.5047468313794338;1.507727495002589;1;0;-1.7414756787621297;-1;Independent;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;35 to 39;35000 - 49999;White;Trump (Populist Message);Populist Message;Trump;1;0.3215402667493915;0.43329805057185444;2.953917662038571;2;-2;2;0;1;1;2;0;2
-0.6487290167708758;1.267369254932153;-1.1128100394587637;1;0;0.9257027675798697;3;Republican;Complete high school (or equivalent, including GED);Female;65 to 69;10000 - 14999;White;Trump (Populist Message);Populist Message;Trump;1;-0.4190591151782363;0.22995467312845752;-0.16776003327443248;1;-1;1;-1;0;0;1;-1;1
0.16252462536835544;0.08595853072442845;-0.4576756558434255;1;0;-0.07448914979838016;2;Republican;Some college but didn't complete;Female;45 to 49;50000 - 74999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.2200424124016953;0.11289353463087543;-1.8088916243178343;2;-1;1;-1;1;-1;1;1;0
;-0.2093941503275027;1.507727495002589;1;1;1.5924973791653694;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Male;40 to 44;200000 or more;White;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-2.206657888509887;0.2204278708400705;0.06719582529792234;2;1;2;2;-1;0;0;1;-1
0.16252462536835544;-0.5047468313794338;-0.4576756558434255;1;0;-1.7414756787621297;-1;Independent;Some college but didn't complete;Female;35 to 39;50000 - 74999;White;Control (Populist Message);Populist Message;Control;0;-0.2609258996330466;0.2527788833060859;0.3178023296198803;2;1;1;-1;1;1;2;1;2
-0.5135056543196604;-1.4498754107456135;-1.1128100394587637;0;0;-0.7412837613838799;-3;Democrat;Complete high school (or equivalent, including GED);Female;18 to 24;50000 - 74999;Black or African-American;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.742116773912212;0.0781710990135052;-2.1791438961831915;2;1;2;-2;2;0;2;2;0
2.5962531020730264;1.267369254932153;1.507727495002589;1;0;-0.40788645559113007;-2;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;65 to 69;150000 - 199999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.2309966385280713;0.13873190942250077;-0.8901227071555978;2;-2;1;-2;1;0;1;1;1
0.7033531757471712;1.267369254932153;0.8525931113872508;1;0;-0.07448914979838016;2;Republican;College/Bachelor’s degree (4-year);Female;65 to 69;75000 - 99999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-1.742116773912212;0.11642498445578499;-0.4275016572807546;2;-2;0;-2;2;0;2;0;2
-0.28816222775698846;0.6766638928282908;0.8525931113872508;1;0;0.9257027675798697;2;Republican;College/Bachelor’s degree (4-year);Female;55 to 59;50000 - 74999;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-1.7412061228696414;0.07460111264234554;-2.573463921698827;2;-1;0;-2;1;-1;0;0;1
-0.27013821493469714;0.38131121177635957;0.19745872777191265;1;0;-0.07448914979838016;2;Republican;Associate degree (2-year);Female;50 to 54;35000 - 49999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-1.919124725142935;0.18293874246597067;-1.0785390468026854;2;2;-1;-1;0;0;1;-1;2
;1.267369254932153;1.507727495002589;1;0;-0.07448914979838016;-2;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;65 to 69;200000 or more;White;Trump (Anti-populist Message);Anti-populist Message;Trump;0;-2.815232774595902;0.07492311656123414;-2.7765468389015204;2;-2;1;-2;2;2;-1;1;-1
;0.9720165738802219;1.507727495002589;1;0;-1.0746810671766298;-3;Democrat;Complete Master, Doctoral, or terminal professional degree (e.g., MA, Ph.D., JD, MD);Female;60 to 64;200000 or more;White;Control (Anti-populist Message);Anti-populist Message;Control;0;-1.742116773912212;0.04584227048207528;-4.45671661014232;1;-1;0;-2;2;0;-1;1;1
-0.3242318865435863;1.562721935984084;-0.4576756558434255;1;0;0.5923054617871196;2;Republican;Some college but didn't complete;Female;70 to 74;15000 - 24999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;0;-1.182610450008057;0.21297967221764147;-0.46029948831241935;2;-1;1;-2;-2;0;0;0;0
-0.540552490124105;-0.2093941503275027;-1.1128100394587637;1;0;-0.07448914979838016;3;Republican;Complete high school (or equivalent, including GED);Female;40 to 44;25000 - 34999;White;Trump (Populist Message);Populist Message;Trump;0;-1.0999322088825694;0.2060337163837129;-1.111498883281595;1;1;1;1;1;1;1;2;1
-0.24309137913025258;0.6766638928282908;0.8525931113872508;1;0;1.2591000733726196;3;Republican;College/Bachelor’s degree (4-year);Female;55 to 59;75000 - 99999;White;Control (Anti-populist Message);Anti-populist Message;Control;0;0.3215402667493915;0.3624376001697261;1.8602756806443264;2;-2;1;0;1;1;2;1;2
1.5145960013153947;1.562721935984084;0.8525931113872508;1;0;-0.07448914979838016;0;Independent;College/Bachelor’s degree (4-year);Female;70 to 74;100000 - 149999;White;Control (Populist Message);Populist Message;Control;0;-1.418376801359264;0.10172214217180116;-2.6231681812465553;1;0;0;-1;1;-1;1;0;1
-0.540552490124105;0.9720165738802219;-1.1128100394587637;1;0;-0.07448914979838016;-2;Democrat;Complete high school (or equivalent, including GED);Female;60 to 64;25000 - 34999;White;Biden (Populist Message);Populist Message;Biden;1;-0.7594956620304028;0.22739393549996112;-0.5763194660950985;1;0;1;0;0;0;1;-1;0
0.7033531757471712;-0.2093941503275027;-0.4576756558434255;1;0;-1.7414756787621297;-3;Democrat;Some college but didn't complete;Female;40 to 44;75000 - 99999;White;Biden (Anti-populist Message);Anti-populist Message;Biden;1;-1.0087964059874255;0.4587287359960171;2.9563057951240523;2;-1;2;1;-2;2;1;1;0
-0.540552490124105;1.267369254932153;0.19745872777191265;1;0;0.5923054617871196;1;Independent;Associate degree (2-year);Female;65 to 69;25000 - 34999;White;Trump (Populist Message);Populist Message;Trump;0;-1.742116773912212;0.11238467484185118;-0.5317211584089707;2;-2;1;-2;2;0;1;-1;1
0.16252462536835544;2.1534272980879465;-1.1128100394587637;1;0;-0.07448914979838016;-2;Democrat;Complete high school (or equivalent, including GED);Female;80 to 84;50000 - 74999;White;Control (Populist Message);Populist Message;Control;1;-0.1886692175921788;0.26828673191368674;0.6812898510588957;2;-1;1;0;1;0;1;-1;1
;0.38131121177635957;-0.4576756558434255;1;0;0.9257027675798697;3;Republican;Some college but didn't complete;Female;50 to 54;200000 or more;White;Biden (Populist Message);Populist Message;Biden;0;-1.742116773912212;0.08294151268233695;-2.139613730676014;2;-1;0;-2;2;0;0;-1;1
1.5145960013153947;1.267369254932153;-0.4576756558434255;1;0;1.2591000733726196;3;Republican;Some college but didn't complete;Female;65 to 69;100000 - 149999;White;Control (Populist Message);Populist Message;Control;0;-1.742116773912212;0.06820223691640775;-2.2806597325855056;2;-1;2;-2;2;0;0;1;0
0.10843095375946629;0.9720165738802219;0.8525931113872508;1;0;0.5923054617871196;3;Republican;College/Bachelor’s degree (4-year);Female;60 to 64;25000 - 34999;White;Control (Anti-populist Message);Anti-populist Message;Control;1;-2.2523262582537824;0.038947808297874566;-2.9107700130623364;2;-1;0;-2;2;-1;1;1;1
0.16252462536835544;1.267369254932153;0.8525931113872508;1;0;-0.07448914979838016;2;Republican;College/Bachelor’s degree (4-year);Female;65 to 69;50000 - 74999;White;Control (Anti-populist Message);Anti-populist Message;Control;0;-1.742116773912212;0.13756979641809483;0.5803394494060459;1;-1;2;-2;2;0;2;-2;2
